ID	language	Analysis_Source	Name (extracted)	Citing Article	Cited Article	Features	Homepage	Note	Label	Details	modality	use
8831	Southern Kurdish Corpus	citing_context	Warmawa	https://doi.org/10.1515/flin-2024-2049 (2024)	https://doi.org/10.11647/obp.0307 (2022)	The Warmawa dataset is used to study Southern Kurdish folklore and linguistic patterns, specifically focusing on traditional stories and dialect variations. Researchers employ the dataset to analyze and document the rich oral traditions and linguistic nuances of Southern Kurdish, enabling a deeper understanding of cultural heritage and language diversity.		not found	0	not mentioned	Speech	Linguistic Analysis
5606	Indonesian Corpus	cited_context	Great Dictionary of the Indonesia Language (KBBI)	https://doi.org/10.1088/1742-6596/1008/1/012011 (2018)	https://www.semanticscholar.org/paper/8ed9c7d54fd3f0b1ce3815b2eca82147b771ca8f (2003)	The Great Dictionary of the Indonesia Language (KBBI) is used in text processing research, specifically for filtering out less important words and obtaining root words from Indonesian movie reviews. This enhances the efficiency, relevance, and accuracy of text analysis. The dataset's comprehensive vocabulary and morphological data enable these improvements in natural language processing tasks.		not found	0	not opened	Written	Lexicon/Dictionary
10207	Tunisian Arabic Corpus	citing_context	aebWordNet	https://www.semanticscholar.org/paper/f289447b64f774951b8b4eaf1fd07ecbaf87f506 (2019)	https://doi.org/10.1109/ACLing.2015.7	The aebWordNet dataset serves as a standardized lexical resource for Tunisian Arabic, structured according to the extended WordNet-LMF model as per ISO 24613. It is utilized to provide a consistent and structured vocabulary, facilitating research in lexical semantics and natural language processing tasks specific to Tunisian Arabic. This dataset enables researchers to develop and evaluate computational models and linguistic tools tailored to the unique characteristics of the Tunisian Arabic language.	http://www.CICLing.org/2015/data/101	not found	0	not working	Written	Lexicon/Dictionary
179	Bavarian Corpus	cited_context	Corpus of Bavarian Dialects	https://doi.org/10.48550/arXiv.2304.09805 (2023)	https://www.semanticscholar.org/paper/cf862b168e9c0f5e544c10a03eee588efb0c09b1 (2020)	The Corpus of Bavarian Dialects is used to study linguistic features of the Bavarian language, focusing on dialectal variations and phonological patterns in both spoken and written texts. It supports the creation of a syntactically annotated corpus, enabling detailed linguistic analysis and natural language processing tasks. This dataset facilitates research into the structural and phonological aspects of Bavarian dialects, enhancing understanding of regional linguistic diversity.	https://www.gcnd.ugent.be/	not in Bavarian	0	not Bavarian Corpus	Multimodal/Multimedia	Linguistic Analysis
187	Bavarian Corpus	cited_context	MADAR	https://www.semanticscholar.org/paper/733f61bfa5bffa1cebeceb0d22dfc654b3a7b911 (2024)	https://www.semanticscholar.org/paper/ad23a0651b0eeb87bb2bb856bea26c6b0c2f15af (2018)	The MADAR dataset is used to evaluate Domain Identification (DID) models, specifically for the Bavarian language and its dialects. It provides a comparative analysis with standard German, facilitating the assessment of model performance across these linguistic variations. This dataset enables researchers to focus on the nuances of Bavarian dialects, enhancing the accuracy and applicability of DID models in this context.	https://sites.google.com/nyu.edu/madar/home?authuser=0#h.rn99xfktiaey	not in Bavarian	0	not in Bavarian	Written	Domain Identification
178	Bavarian Corpus	cited_context	CC-100	https://doi.org/10.48550/arXiv.2304.09805 (2023)	https://www.semanticscholar.org/paper/c20c68c45127439139a08adb0b1f2b8354a94d6c (2019)	The CC-100 dataset is used to study high-quality monolingual data, specifically for training and evaluation in the context of Bavarian language research. It provides a robust resource for developing and assessing models that can handle the nuances of the Bavarian language, enabling researchers to improve language processing and understanding in this specific linguistic domain.		not in Bavarian	0	not in Bavarian	Written	Language Modeling
182	Bavarian Corpus	citing_context	English EWT	https://doi.org/10.48550/arXiv.2403.10293 (2024)	https://www.semanticscholar.org/paper/82cf69e48ede65b9d1f419da786c0349342d449d (2014)	The English EWT dataset is used to study the Bavarian language by analyzing grammatical structures similar to English. Researchers employ annotated text corpora and dependency parsing methodologies to explore these structures. This dataset enables detailed linguistic analysis, facilitating comparisons between English and Bavarian grammatical elements and enhancing understanding of their syntactic similarities.		not in Bavarian	0	not in Bavarian	Written	Parsing and Tagging
188	Bavarian Corpus	cited_context	MultiCoNLLoB	https://doi.org/10.48550/arXiv.2403.12749 (2024)	https://doi.org/10.18653/v1/2022.semeval-1.196 (2022)	The MultiCoNLLoB dataset is used to train and evaluate models for Bavarian language processing, specifically focusing on named entity recognition and part-of-speech tagging. It is also utilized for multilingual complex named entity recognition, enhancing cross-lingual performance. This dataset supports research in improving the accuracy and robustness of natural language processing models for less-resourced languages like Bavarian.		not in Bavarian	0	not in Bavarian	Written	Parsing and Tagging
190	Bavarian Corpus	cited_context	Snips data	https://doi.org/10.18653/V1/2021.NAACL-MAIN.197 (2021)	https://doi.org/10.18653/v1/N19-1380 (2018)	The Snips data is used to train and evaluate models for a Bavarian language task, focusing on the analysis of 400 random English utterances from the test and dev splits. This dataset enables researchers to assess model performance in translating or processing English to Bavarian, contributing to the development of more effective natural language processing systems for under-resourced languages.		not in Bavarian	0	not in Bavarian	Speech	Machine Translation
192	Bavarian Corpus	cited_context	Universal Dependencies	https://doi.org/10.48550/arXiv.2304.09805 (2023)	https://doi.org/10.18653/v1/2020.acl-main.560 (2020)	The Universal Dependencies dataset is used to create annotated linguistic resources for multiple languages, supporting research on linguistic structures and features. It enables researchers to analyze and compare grammatical structures across languages, facilitating the development of cross-linguistic computational models and tools. This dataset provides a standardized framework for linguistic annotation, enhancing the consistency and comparability of linguistic research.		not in Bavarian	0	not in Bavarian	Written	Parsing and Tagging
191	Bavarian Corpus	cited_context	SXUCorpus	https://doi.org/10.48550/arXiv.2304.09805 (2023)	https://www.semanticscholar.org/paper/b0a621b75a6cd4796be9a04eb2ee8a68ded4c7a1 (2016)	The SXUCorpus dataset is mentioned in research citations but lacks detailed descriptions of its usage. There is no explicit information on its application, methodology, research questions, or specific characteristics. Therefore, it cannot be accurately described as being used for any particular research area or purpose based on the provided evidence.	https://aclanthology.org/L16-1736/	not in Bavarian	0	not in Bavarian		
831	Central Kurdish Corpus	citing_context	FarsDat	https://www.semanticscholar.org/paper/602db1616942b9d4d408b4934c766da8e67854f4 (2021)	https://www.semanticscholar.org/paper/3911933c247f705b2488fdd067330820e8db07bf (2012)	FarsDat is used to analyze phonological and phonetic aspects of Central Kurdish, specifically focusing on di-phone probabilities and acoustic-phonetic features. Researchers employ this dataset to examine the sound patterns and speech characteristics of the language, enabling detailed phonetic analysis and contributing to linguistic understanding.		not in Central Kurdish	0	not in Central Kurdish	Speech	Phonetic Analysis
846	Central Kurdish Corpus	citing_context	TIMIT	https://doi.org/10.1007/s10579-022-09594-4 (2022)	https://www.semanticscholar.org/paper/3911933c247f705b2488fdd067330820e8db07bf (2012)	The TIMIT dataset is used to measure probabilities based on di-phones, which provides a foundation for acoustic-phonetic analysis in the Central Kurdish language study. This involves analyzing phonetic segments and their transitions, enabling researchers to understand the acoustic properties and patterns of speech sounds in Central Kurdish.		not in Central Kurdish	0	not in Central Kurdish	Speech	Speech Recognition/Understanding
4424	Gujarati Corpus	citing_context	Linguistic Data for Gujarati	https://doi.org/10.1109/TCSS.2024.3360378 (2022)	https://doi.org/10.18653/v1/W16-5812 (2016)	The 'Linguistic Data for Gujarati' dataset is used to train and evaluate part-of-speech tagging models, specifically focusing on linguistic code-switching phenomena in Gujarati. This involves employing computational linguistics methods to analyze and tag parts of speech in mixed-language contexts, enhancing the understanding and processing of code-switched Gujarati text.		not in Gujarati	0	not in Gujarati	Written	Parsing and Tagging
4462	Hakka Chinese Corpus	citing_context	THUYG-20	https://doi.org/10.3934/era.2023255 (2023)	https://doi.org/10.1109/TITS.2022.3203800 (2023)	The THUYG-20 dataset is used to develop and evaluate acoustic models for South Chinese dialects, specifically focusing on optimizing recognition rates. Researchers employ this dataset to improve the baseline model released by Tsinghua University, enhancing the accuracy and performance of speech recognition systems for these dialects.	https://www.openslr.org/22/	not in Hakka Chinese	0	not in Hakka Chinese	Speech	Speech Recognition/Understanding
4498	Hausa Corpus	citing_context	NusaX	https://doi.org/10.48550/arXiv.2305.10971 (2023)	https://doi.org/10.48550/arXiv.2205.15960 (2022)	The NusaX dataset is used as a reference for creating a new parallel sentiment corpus for Nigerian languages, specifically focusing on human translations from English to Nigerian languages in the movie domain. It facilitates the development of sentiment analysis resources by providing accurate translations, enhancing the quality and relevance of the new corpus.		not in Hausa	0	not Hausa	Written	Sentiment Analysis
4503	Hausa Corpus	cited_context | citing_context	Twitter corpus for the Hausa language	https://doi.org/10.18653/v1/2023.semeval-1.208 (2023)	https://doi.org/10.18653/V1/2020.COLING-MAIN.91 (2020)	The Twitter corpus for the Hausa language is used to build a sentiment analysis classifier, leveraging mixed Hausa and English features to enhance classification accuracy. This dataset enables researchers to develop more effective models for understanding sentiment in multilingual social media content, specifically addressing the nuances of Hausa language usage on Twitter.; The Twitter corpus for the Hausa language is used to train and evaluate machine learning models, particularly focusing on the performance of classifiers that utilize mixed Hausa and English features. This dataset enables researchers to assess how effectively these models can handle code-switching phenomena, providing insights into the challenges and opportunities in multilingual natural language processing.		not in Hausa	0	not Hausa	Written	Sentiment Analysis
5712	Indonesian Corpus	citing_context	IVAW dataset	https://doi.org/10.1109/CITSM.2018.8674370 (2018)	https://www.semanticscholar.org/paper/1b3265dd92f441ec565a83207e3bc6acc1273b9a (2015)	The IVAW dataset is used to crawl and analyze sentiment statements in social media, specifically focusing on identifying and categorizing emotional content in posts. This involves employing natural language processing techniques to extract and classify sentiments, enabling researchers to understand the emotional landscape of online discussions.		not in Indonesian	0	not Indonesian	Written	Sentiment Analysis
5611	Indonesian Corpus	cited_context	HASOC at FIRE 2019 dataset	https://doi.org/10.1145/3582768.3582771 (2022)	https://www.semanticscholar.org/paper/421b9e3f18202b757f0de42ca4a1d2de7dbe29ba (2019)	The HASOC at FIRE 2019 dataset is used to identify hate speech and offensive language in multilingual contexts. Researchers employ deep learning models and attention mechanisms to analyze social media content, focusing on the detection and classification of harmful language. This dataset enables the development and evaluation of algorithms designed to mitigate online toxicity and improve content moderation.	https://hasocfire.github.io/hasoc/2019/dataset.html	not in Indonesian	0	not Indonesian	Written	Sentiment Analysis
5563	Indonesian Corpus	citing_context	CoNLL-2003 English NER dataset	https://doi.org/10.1145/3592854 (2023)	https://doi.org/10.3115/1119176.1119195 (2003)	The CoNLL-2003 English NER dataset is used to create pseudo-data for Indonesian Named Entity Recognition (NER) by translating and projecting token labels. This approach focuses on developing language-independent NER systems, leveraging the dataset's labeled entities to enhance cross-lingual NER performance. The dataset's structured annotations enable researchers to train models that can generalize across languages, specifically aiding in the development of NER systems for under-resourced languages like Indonesian.		not in Indonesian	0	not Indonesian	Written	Named Entity Recognition
5783	Indonesian Corpus	cited_context	hate speech in local languages spoken in Indonesia (Javanese, Sundanes)	https://doi.org/10.1145/3639233.3639247 (2023)	https://doi.org/10.18178/wcse.2021.02.011 (2021)	Pa-mungkas et al.'s dataset is used to detect abusive language and hate speech in Javanese and Sundanese tweets. The dataset combines data from two prior studies to analyze linguistic patterns and social implications of abusive language. It employs methodologies focused on identifying and classifying hate speech, enabling researchers to explore the nuances and impacts of such language in social media contexts.	https://github.com/Shofianina/local-indonesian-abusive-hate-speech-dataset	not in Indonesian	0	The language is Javanese	Written	Sentiment Analysis
5679	Indonesian Corpus	cited_context	Indonesian social media data	https://doi.org/10.11591/ijai.v12.i4.pp1928-1937 (2023)	https://doi.org/10.11591/ijai.v11.i3.pp895-904 (2022)	The Indonesian social media data dataset is used to identify abusive comments by employing a hybrid RNN-LSTM model. Research focuses on enhancing the F1 score through data balancing techniques, addressing the challenge of imbalanced datasets in detecting abusive content. This dataset enables the development and evaluation of machine learning models tailored to the nuances of Indonesian social media language.		not in Indonesian	0	not Indonesian	Written	Sentiment Analysis
5583	Indonesian Corpus	cited_context	Ethnologue: Languages of the World	https://doi.org/10.48550/arXiv.2203.13357 (2022)	https://doi.org/10.1108/ERR.1999.3.11.129.120 (1999)	The Ethnologue: Languages of the World dataset is used to provide speaker counts for Indonesian and top-10 local languages, supporting research on linguistic diversity in Indonesia. This dataset enables researchers to quantify and analyze the distribution and prevalence of languages, facilitating studies on language use and preservation.		not in Indonesian	0	not Indonesian		Lexicon/Dictionary
5569	Indonesian Corpus	citing_context	DARPA LORELEI	https://doi.org/10.48550/arXiv.2205.15960 (2022)	https://www.semanticscholar.org/paper/LORELEI-Language-Packs%3A-Data%2C-Tools%2C-and-Resources-Strassel-Tracey/195351aee7cfae3a80fa77b16e7eece9f9afc894 (2016)	The DARPA LORELEI dataset is extensively used for low-resource language processing and machine translation, providing multilingual parallel texts and annotated treebanks. It supports research in syntactic and semantic analysis, enhancing translation quality and coverage in under-resourced languages. The dataset's wide coverage across over 20 languages, including Asian languages, facilitates cross-lingual studies and improves machine translation performance in less-studied language pairs.		not in Indonesian	0	not Indonesian	Written	Machine Translation
5632	Indonesian Corpus	cited_context | citing_context	IMDb Javanese	https://doi.org/10.48550/arXiv.2212.09648 (2022)	https://doi.org/10.1109/ICACSIS53237.2021.9631331 (2021)	The IMDb Javanese dataset is used to train and evaluate sentiment analysis and language modeling tasks, particularly for the Javanese language. It includes movie reviews and is suitable for deep learning models. Additionally, it is utilized for Indonesian language tasks, such as paragraph, question, and answer pairs, with the dataset divided into training, validation, and test sets. This enables researchers to assess model performance in both sentiment analysis and language understanding contexts.; The IMDb Javanese dataset is used to train and evaluate language models, particularly for sentiment analysis and language modeling in the Javanese language. It is also utilized for Indonesian language tasks, including paragraph, question, and answer pairs. The dataset supports deep learning approaches and is divided into training, validation, and test sets, enabling researchers to assess model performance on Javanese movie reviews and other linguistic tasks.		not in Indonesian	0	not Indonesian	Written	Sentiment Analysis
5588	Indonesian Corpus	citing_context	FineWeb-Edu corpus	https://doi.org/10.48550/arXiv.2502.13252 (2025)	https://doi.org/10.1613/JAIR.1.12007 (2019)	The FineWeb-Edu corpus is used to translate English data into multiple target languages, including Indonesian, to bridge resource gaps and enhance multilingual LLMs. It is employed in creating a multilingual corpus by segmenting, translating, and reconstructing documents, with a focus on evaluating translation quality, coherence, and educational content. This dataset facilitates the transfer of rich knowledge representations, enabling more inclusive and high-quality multilingual models.		not in Indonesian	0	not Indonesian	Written	Machine Translation
5541	Indonesian Corpus	citing_context	AMADI_LontarSet	https://doi.org/10.48550/arXiv.2502.18148 (2025)	https://doi.org/10.1109/ICFHR.2016.0042 (2016)	The AMADI_LontarSet dataset is used to study and recognize handwritten Balinese palm leaf manuscripts, focusing on the digital analysis and preservation of Balinese script. This dataset supports research in recognizing and analyzing local Indonesian scripts, contributing to their preservation and scholarly study. The dataset's focus on Balinese script in digital form enables detailed examination and documentation of these historical documents.	https://seacrowd.github.io/seacrowd-catalogue/dataset?id=11	not in Indonesian	0	not Indonesian	Written	Information Retrieval
5715	Indonesian Corpus	citing_context	Javanese Honorific Corpus	https://doi.org/10.48550/arXiv.2502.20864 (2025)		The Javanese Honorific Corpus is used to measure lexical diversity in Javanese honorifics by comparing Yule’s K value with the Japanese Honorific Corpus. It provides a comparative framework for integrating honorific distinctions into linguistic corpora, offering insights specific to the Javanese context. This dataset enables researchers to analyze and understand the complexity and variability of honorific usage in Javanese, facilitating cross-linguistic comparisons and enhancing corpus linguistics methodologies.		not in Indonesian	0	not Indonesian	Written	Lexicon/Dictionary
5578	Indonesian Corpus	citing_context	Do-Not-Answer dataset	https://doi.org/10.48550/arXiv.2506.02573 (2025)	https://www.semanticscholar.org/paper/f9f23c63e2822687096b86edf4ae9435cb579b8c (2024)	The Do-Not-Answer dataset is used to enhance the safety of large language models by constructing general safety instances in Indonesian. This involves translating and selecting subsets of the dataset to create safety-focused training data. The dataset's specific focus on Indonesian language and safety improvements makes it valuable for researchers aiming to mitigate risks and improve ethical standards in language model applications.		not in Indonesian	0	not Indonesian	Written	Safety and Ethics
5773	Indonesian Corpus	citing_context	Okapi	https://www.semanticscholar.org/paper/3f9531505ff36d7ce363318d7312296f62bdb090 (2025)	https://doi.org/10.48550/arXiv.2307.16039 (2023)	The Okapi dataset is used to train and evaluate instruction-tuned large language models in 26 languages, focusing on multilingual settings. It incorporates human preference annotations to improve model performance through reinforcement learning. Research using this dataset evaluates reward models, highlighting issues such as cultural mismatches and translation artifacts, which can degrade model performance. The dataset enables the assessment of cross-lingual natural language inference models, emphasizing the challenges posed by translated content.		not in Indonesian	0	not Indonesian	Written	Machine Translation
5774	Indonesian Corpus	cited_context | citing_context	Old Javanese Wordnet	https://doi.org/10.48550/arXiv.2212.09648 (2022)	https://www.semanticscholar.org/paper/93f0902b4267919b63ccd81542affb7abbb4b518 (2020)	The Old Javanese Wordnet dataset is used to construct a lexical database for Old Javanese, focusing on mapping word relationships and semantic structures. Researchers employ this dataset to build comprehensive lexical resources, which enable detailed analyses of the language's semantic properties and lexical organization. This supports research into the historical and linguistic aspects of Old Javanese, enhancing understanding of its vocabulary and semantic networks.; The Old Javanese Wordnet dataset is used to build a lexical resource for Old Javanese, specifically focusing on word sense disambiguation and semantic relations. Researchers employ this dataset to enhance understanding and processing of Old Javanese texts by accurately identifying and categorizing word meanings and their relationships. This resource supports linguistic and computational analyses of historical texts, improving the accuracy of natural language processing tasks in this ancient language.	https://aclanthology.org/2020.lrec-1.359/	not in Indonesian	0	not Indonesian	Written	Lexicon/Dictionary
5799	Indonesian Corpus	citing_context	RODICA	https://doi.org/10.3390/fi17010038 (2025)		RODICA, initially released in 2016, serves as the foundational dataset that has been expanded into the ERH dataset for subsequent research. It is primarily used to support the development and enhancement of larger datasets, facilitating more comprehensive studies. The dataset's expansion into ERH indicates its role in enabling more detailed and extensive research, though specific research questions and methodologies are not detailed in the provided descriptions.		not in Indonesian	0	not Indonesian		Dataset Development
5808	Indonesian Corpus	citing_context	SMD	https://doi.org/10.48550/arXiv.2311.00958 (2023)	https://doi.org/10.18653/V1/E17-1042 (2016)	The SMD dataset is used as an original English dataset for transforming into Indonesian task-oriented dialogue systems, covering domains such as navigation, scheduling, and restaurants. It is translated and adapted to create a parallel Indonesian end-to-end task-oriented dialogue dataset, with a focus on delexicalization and lexicalization processes. This enables research on developing multilingual dialogue systems and improving cross-lingual adaptation techniques.		not in Indonesian	0	not Indonesian	Speech	Dialogue Systems
5831	Indonesian Corpus	cited_context	Translated Liu Lexicon	https://doi.org/10.1109/IALP.2017.8300625 (2017)	https://doi.org/10.1145/1060745.1060797 (2005)	The Translated Liu Lexicon is used for sentiment analysis to analyze and compare opinions on the Web, particularly in cross-lingual studies. It provides a translated version of opinion words, enabling researchers to conduct comparative analyses across languages. This dataset facilitates the examination of sentiment in multilingual contexts, enhancing the accuracy and scope of opinion mining and sentiment analysis research.		not in Indonesian	0	not Indonesian	Written	Sentiment Analysis
5833	Indonesian Corpus	cited_context | citing_context	Translated SQuAD 2.0	https://doi.org/10.48550/arXiv.2210.13778 (2022)	https://doi.org/10.1109/ICAICTA49861.2020.9429032 (2020)	The Translated SQuAD 2.0 dataset is used to evaluate and compare the performance of machine reading comprehension (MRC) models trained on Indonesian data. Research focuses on cross-lingual question answering and understanding, assessing model accuracy and robustness in handling questions and answers in the Indonesian language. This dataset enables researchers to benchmark and improve MRC systems for Indonesian, highlighting the importance of linguistic nuances and context in model performance.; The Translated SQuAD 2.0 dataset is used to evaluate and compare the performance of Machine Reading Comprehension (MRC) models trained on the Indonesian language. It focuses on assessing the models' ability to process and understand Indonesian text and their cross-lingual question answering capabilities. This dataset enables researchers to benchmark and improve the effectiveness of MRC systems in handling Indonesian and cross-lingual tasks.		not in Indonesian	0	not Indonesian	Written	Question Answering
5521	Indonesian Corpus	cited_context	16K annotated tweet dataset	https://doi.org/10.29207/resti.v5i6.3521 (2021)	https://doi.org/10.1145/3041021.3054223 (2017)	The 16K annotated tweet dataset is used to train and evaluate deep learning models for hate speech detection. Researchers focus on semantic word embeddings, which have been shown to outperform N-gram methods. This dataset enables the development and testing of more effective hate speech detection algorithms by providing a large, annotated corpus of tweets.		not in Indonesian	0	not Indonesian Corpus	Written	Sentiment Analysis
5547	Indonesian Corpus	citing_context	Berlin EmoDB	https://doi.org/10.14569/IJACSA.2021.0120422 (2021)	https://doi.org/10.1371/journal.pone.0196391 (2018)	The Berlin EmoDB dataset is primarily used for emotion recognition and classification tasks, particularly in the context of emotional speech. It has been employed to study emotional expression in the Indonesian language, balance data amounts for each emotion class (ranging from 60 to 174 samples per class), and compare the performance of combined corpora against single corpora to assess the impact of corpus size on average accuracy. This dataset enables researchers to enhance the robustness and generalizability of emotion recognition models by providing a balanced and diverse set of emotional speech samples.		not in Indonesian	0	this is not a Indonesian Corpus	Speech	Emotion Recognition
7190	Marathi Corpus	citing_context	Hindi dataset used in the HASOC 2020 shared task	https://doi.org/10.1007/s13278-022-00906-8 (2022)	https://doi.org/10.1145/3368567.3368584 (2019)	The Hindi dataset from the HASOC 2020 shared task is used for transfer learning to identify hate speech and offensive content in Marathi, leveraging its close linguistic relationship with Hindi. This approach employs the Hindi dataset to train models that can then be fine-tuned for Marathi, addressing the challenge of limited annotated data in the latter language.		not in Marathi	0	not Marathi	Written	Hate Speech Detection
7231	Marathi Corpus	cited_context	Marathi News Corpus	https://doi.org/10.5121/ijait.2013.3203 (2013)	https://doi.org/10.17562/PB-37-3 (2008)	The Marathi News Corpus is used to develop Part-of-Speech (POS) taggers for the Marathi language, employing Brill transformation-based methods. Researchers compare the performance of these taggers with those of other South Asian languages, focusing on improving the accuracy and effectiveness of POS tagging in Marathi. This dataset enables detailed linguistic analysis and enhances natural language processing capabilities for Marathi.		not in Marathi	0	not Marathi	Written	Parsing and Tagging
7321	Najdi Arabic Corpus	citing_context	RMS survey	https://www.semanticscholar.org/paper/77c3f3c7c9341c3dc2e41494510cb4402582adec (2012)	https://doi.org/10.1093/APPLIN/20.4.481 (1999)	The RMS survey dataset is used to compile the first Romani dialectological survey, focusing on linguistic variations in Najdi Arabic. It provides data for analyzing dialectal features and their distribution, enabling researchers to study specific linguistic patterns and variations within the Najdi Arabic dialect.		not in Najdi Arabic	0	not in Najdi Arabic	Written	Dialectology
7392	Nigerian Pidgin Corpus	citing_context	Pidgin English text-to-text corpus	https://www.semanticscholar.org/paper/2f40d3db2a626e77f0fc70a53e099b410ebef8a9 (2020)	https://www.semanticscholar.org/paper/880c3a51450b9a4c9f3c0de44352b2ae0f8a3e63 (2019)	The Pidgin English text-to-text corpus is primarily used to train unsupervised neural machine translation models for translating West African Pidgin to English. It facilitates the creation of Pidgin word vectors and cross-lingual embeddings aligned with English, enabling researchers to develop and evaluate translation models using text from news websites. This dataset supports advancements in unsupervised neural machine translation, focusing on text-to-text tasks.		not in Nigerian Pidgin	0	not in Nigerian Pidgin	Written	Machine Translation
8845	Southern Uzbek Corpus	citing_context	Southern Uzbek language dataset	https://doi.org/10.18653/v1/2024.eacl-long.100 (2024)		The Southern Uzbek language dataset is not explicitly described in the provided usage information, and no specific research applications, methodologies, or characteristics related to this dataset are mentioned. Therefore, there is no evidence to support any particular use of this dataset in research.		not in Southern Uzbek	0	not in Southern Uzbek		
9630	Sudanese Arabic Corpus	citing_context	Sudanese Arabic Hotel Reviews Dataset	https://doi.org/10.1109/ICCCEEE49695.2021.9429651 (2021)	https://doi.org/10.1007/978-3-319-67056-0_3 (2018)	The Sudanese Arabic Hotel Reviews Dataset is used for sentiment analysis applications, focusing on hotel reviews in both Modern Standard Arabic and Sudanese Arabic. Researchers analyze linguistic and cultural nuances specific to Sudanese Arabic, employing methods that capture these unique aspects. This dataset enables the exploration of how regional dialects influence sentiment expression, enhancing the accuracy of sentiment analysis models in diverse Arabic contexts.		not in Sudanese Arabic	0	not Sudanese Arabic	Written	Sentiment Analysis
10233	Tunisian Arabic Corpus	cited_context	Tunisian Arabic Treebank	https://doi.org/10.1109/AICCSA.2017.115 (2017)	https://doi.org/10.1109/AICCSA.2013.6616508 (2013)	The Tunisian Arabic Treebank is part of the broader Arabic Treebank project. While its specific usage and research context are not detailed in the provided citations, it is implied to be used within the scope of the larger Arabic Treebank initiative, likely contributing to linguistic and computational linguistics research. However, the exact methodologies, research questions, and specific applications are not explicitly mentioned in the provided descriptions.		not in Tunisian Arabic	0	not in Tunisian Arabic	Written	Parsing and Tagging
10560	Turkmen Corpus	citing_context	Turkmen Language Dataset	https://doi.org/10.48550/arXiv.2305.15749 (2023)	https://doi.org/10.1109/icisct52966.2021.9670140 (2021)	The Turkmen Language Dataset is used to develop and evaluate concatenative speech synthesizers for the Turkmen language. Researchers focus on improving phonetic accuracy and the naturalness of synthesized speech. This dataset enables the testing and refinement of speech synthesis techniques, ensuring they are effective for Turkmen, a less commonly studied language.		not in Turkmen	0	not in Turkmen	Speech	Speech Synthesis
10902	Uyghur Corpus	cited_context	ASPEC corpus	https://doi.org/10.18653/v1/D19-1143 (2019)	https://www.semanticscholar.org/paper/d88c756b301859880d263230f8e2e0438a499bde (2010)	The ASPEC corpus is primarily used for training unsupervised Neural Machine Translation (NMT) models, particularly in high-resource language pairs like Japanese and English, achieving a BLEU score of 0.6. It has also been applied to low-resource scenarios, such as Uyghur and English, though with limited success (BLEU score of 0.0), highlighting the challenges in these contexts. The dataset's large size (400k sentences) and multilingual nature enable researchers to explore the effectiveness of unsupervised NMT approaches across different language resources.	https://jipsti.jst.go.jp/aspec/	not in Uyghur	0	not in Uyghur	Written	Machine Translation
8827	Southern Kurdish Corpus	citing_context	audio samples for Southern Kurdish	https://doi.org/10.48550/arXiv.2304.01319 (2023)	https://doi.org/10.1007/978-3-030-87802-3_5 (2021)	The dataset of audio samples for Southern Kurdish is used to collect 11 hours of audio data, primarily from radio and television content, for spoken dialect recognition. This dataset enables researchers to focus on the specific characteristics of Southern Kurdish dialects, enhancing the accuracy of speech recognition systems tailored to this language.	https://doi.org/10.1007/978-3-030-87802-3_5	not released	4	audio samples for Kurdish	Speech	Speech Recognition/Understanding
7536	Odia Corpus	cited_context | citing_context	OHCS	https://doi.org/10.1109/ESIC64052.2025.10962622 (2025), https://doi.org/10.14569/ijacsa.2024.0150271 (2024), https://doi.org/10.1007/s11042-020-09457-6 (2020)	https://doi.org/10.1109/NCVPRIPG.2015.7490020 (2015)	The OHCS dataset is used for recognizing handwritten atomic Odia characters, evaluating the performance of character recognition algorithms. It consists of 47 classes of Odia alphabets, enabling researchers to focus on the accuracy and efficiency of these algorithms in processing and recognizing specific Odia characters.; The dataset 'OHCS' is mentioned in the citation context but lacks detailed descriptions of its usage, methodology, research questions, or specific characteristics. Therefore, there is insufficient evidence to provide a comprehensive description of how this dataset is actually used in research.	https://doi.org/10.1109/NCVPRIPG.2015.7490020 (2015)	not released	4	did not provided url in the paper	Handwritten	Character Recognition
7537	Odia Corpus	citing_context	OHCSv1	https://doi.org/10.1080/13682199.2022.2163348 (2022)	https://doi.org/10.1109/NCVPRIPG.2015.7490020 (2015)	The OHCSv1 dataset is used to evaluate the performance of SVM, kNN, and BPNN classifiers in recognizing handwritten atomic Odia characters. Research focuses on classification accuracy and performance, utilizing the dataset's characteristics to assess and compare these machine learning models.	https://doi.org/10.1109/NCVPRIPG.2015.7490020 (2015)	not released	4	did not provided url in the paper	Written	Character Recognition
a5552	Indonesian Corpus	cited_context | citing_context	SmSA	https://doi.org/10.18653/v1/2020.aacl-main.85 (2020)	https://doi.org/10.1109/ICAICTA.2019.8904199 (2019)			not released	4	it is a dataset but did not provide url		
